date,open,high,low,close
2020-01-01,100.10155789545357,100.75898686182184,99.413627587552298,100.07105655392057
2020-01-02,99.841843677027668,102.2505135441708,99.339157321044496,101.74782718818763
2020-01-03,101.82870971050905,103.51817181422931,101.59574086923452,103.28520297295478
2020-01-06,104.03372482131344,104.17548636983967,102.54368902483345,102.68545057335969
2020-01-07,102.42284943128341,103.00597450293036,101.76651582989891,102.34964090154585
2020-01-08,102.41877103734521,103.07585806075782,101.07738395015213,101.73447097356474
2020-01-09,101.67124933716947,103.26206749737952,100.87229985062274,102.46311801083279
2020-01-10,102.50258850371564,102.89293891924619,102.03457920214407,102.42492961767462
2020-01-13,102.05378079131232,104.09670414635282,101.33513765755144,103.37806101259194
2020-01-14,103.14008277511896,103.16279768412363,101.11922400673063,101.14193891573531
2020-01-15,101.23492062899831,103.15948942236533,101.16760212639625,103.09217091976326
2020-01-16,103.08424972571947,103.70369378189385,102.38439556960114,103.00383962577551
2020-01-17,103.34071124838259,103.97392273425866,103.24620887570042,103.87942036157649
2020-01-20,103.7329924724135,103.8745457051824,103.59888682943676,103.74044006220566
2020-01-21,103.77664537768138,104.40375209615004,102.67345647012743,103.3005631885961
2020-01-22,103.90241736196398,104.44282568107518,103.36699501493109,103.90740333404229
2020-01-23,103.74830833214055,105.34709271392191,103.37328536019052,104.97206974197188
2020-01-24,104.78231519694731,105.36913820140575,104.16185663688157,104.74867964134
2020-01-27,104.7413199813231,105.39913374195388,103.93036377008841,104.58817753071918
2020-01-28,104.57885607198855,105.95911930746873,104.1036967235116,105.48395995899178
2020-01-29,105.66205217414203,106.0491219034689,104.03226066578236,104.41933039510923
2020-01-30,104.446390846855,104.50731047617967,102.50874404278832,102.56966367211299
2020-01-31,102.41442667862339,103.53079254220872,101.97153138476946,103.08789724835479
2020-02-03,103.13148725481369,103.206646185287,102.21722336031814,102.29238229079145
2020-02-04,102.8321989862435,103.34363659715576,99.48065597214341,99.992093583055677
2020-02-05,100.24642820751804,100.89230168239484,98.403898866983624,99.049772341860432
2020-02-06,98.498625906426156,98.926650429460338,98.097072123908703,98.525096646942885
2020-02-07,98.497112186668133,98.544520898867361,97.106156609214395,97.153565321413623
2020-02-10,96.983528993040593,97.055389358150251,95.385848250399235,95.457708615508892
2020-02-11,95.576508123073765,96.037374205290689,95.067474320301301,95.528340402518225
2020-02-12,95.495237257005456,97.140023112572706,94.946637552854696,96.591423408421946
2020-02-13,96.964787075050452,96.977637158247475,96.337629055857263,96.350479139054286
2020-02-14,96.529929124546314,96.60987603693593,95.443259341961323,95.523206254350939
2020-02-17,95.693314532642646,96.19781072402813,95.489835140703548,95.994331332089033
2020-02-18,96.030150860395366,97.036020772907307,95.847285602316859,96.853155514828799
2020-02-19,96.845349605063447,97.024418937994369,96.354985277125436,96.534054610056359
2020-02-20,96.599732505718791,97.28937086249357,96.50658509160472,97.196223448379499
2020-02-21,97.448016056449319,98.597288978156996,97.300486657159396,98.449759578867074
2020-02-24,98.554980667597832,98.738921927553989,98.051090022612811,98.235031282568968
2020-02-25,98.166044245390182,98.205972506829625,97.269968633480218,97.30989689491966
2020-02-26,97.558053608215474,98.002339483840458,97.301736522938199,97.746022398563184
2020-02-27,97.783578447436824,98.077038536980353,97.772768794288098,98.066228883831627
2020-02-28,98.051006050673138,99.542320633516781,97.90636891847673,99.397683501320373
2020-03-02,99.24036145224116,100.1277407883905,97.01920854645563,97.906587882604967
2020-03-03,97.795759137491544,97.986674427995226,96.970579035119911,97.161494325623593
2020-03-04,97.037895814465045,97.15591992060402,96.099978797808305,96.21800290394728
2020-03-05,95.68065284533516,96.232304554478944,93.713191577631392,94.264843286775175
2020-03-06,94.456548982229762,95.241567211750123,93.651280250884284,94.436298480404645
2020-03-09,94.543290570062524,95.727644913593835,93.880483992178085,95.064838335709396
2020-03-10,95.024099137412279,95.472242919834983,93.805895942885627,94.254039725308331
2020-03-11,94.451216110972439,95.906934973873703,94.407411820434049,95.863130683335314
2020-03-12,95.947104442829541,97.787536574164264,95.001931963405283,96.842364094740006
2020-03-13,96.91433104090828,97.756266645750458,96.761535940292703,97.60347154513488
