date,symbol,target_weight
2022-11-21,GDX,0
2022-11-21,GLD,0
2022-11-22,GDX,0
2022-11-22,GLD,0
2022-11-23,GDX,0
2022-11-23,GLD,0
2022-11-24,GDX,0
2022-11-24,GLD,0
2022-11-25,GDX,0
2022-11-25,GLD,0
2022-11-28,GDX,0
2022-11-28,GLD,0
2022-11-29,GDX,0
2022-11-29,GLD,0
2022-11-30,GDX,0
2022-11-30,GLD,0
2022-12-01,GDX,0
2022-12-01,GLD,0
2022-12-02,GDX,0
2022-12-02,GLD,0
2022-12-05,GDX,0
2022-12-05,GLD,0
2022-12-06,GDX,0
2022-12-06,GLD,0
2022-12-07,GDX,0
2022-12-07,GLD,0
2022-12-08,GDX,0
2022-12-08,GLD,0
2022-12-09,GDX,0
2022-12-09,GLD,0
2022-12-12,GDX,0
2022-12-12,GLD,0
2022-12-13,GDX,0
2022-12-13,GLD,0
2022-12-14,GDX,0
2022-12-14,GLD,0
2022-12-15,GDX,0
2022-12-15,GLD,0
2022-12-16,GDX,0
2022-12-16,GLD,0
2022-12-19,GDX,0
2022-12-19,GLD,0
2022-12-20,GDX,0
2022-12-20,GLD,0
2022-12-21,GDX,0
2022-12-21,GLD,0
2022-12-22,GDX,0
2022-12-22,GLD,0
2022-12-23,GDX,0
2022-12-23,GLD,0
2022-12-26,GDX,0
2022-12-26,GLD,0
2022-12-27,GDX,0
2022-12-27,GLD,0
2022-12-28,GDX,0
2022-12-28,GLD,0
2022-12-29,GDX,0
2022-12-29,GLD,0
2022-12-30,GDX,0
2022-12-30,GLD,0
2023-01-02,GDX,0
2023-01-02,GLD,0
2023-01-03,GDX,0
2023-01-03,GLD,0
2023-01-04,GDX,0
2023-01-04,GLD,0
2023-01-05,GDX,-0.48250522291124914
2023-01-05,GLD,0.41749477708875099
2023-01-06,GDX,-0.47623022452156039
2023-01-06,GLD,0.42376977547843969
2023-01-09,GDX,-0.47665248393245163
2023-01-09,GLD,0.42334751606754839
2023-01-10,GDX,-0.47235620573693121
2023-01-10,GLD,0.42764379426306892
2023-01-11,GDX,-0.47836063055408118
2023-01-11,GLD,0.42163936944591884
2023-01-12,GDX,-0.47582723003904365
2023-01-12,GLD,0.42417276996095638
2023-01-13,GDX,-0.48483558361746637
2023-01-13,GLD,0.41516441638253382
2023-01-16,GDX,-0.48459158622907433
2023-01-16,GLD,0.41540841377092569
2023-01-17,GDX,-0.48539497017230271
2023-01-17,GLD,0.41460502982769726
2023-01-18,GDX,-0.47917859825325043
2023-01-18,GLD,0.42082140174674953
2023-01-19,GDX,0
2023-01-19,GLD,0
2023-01-20,GDX,0
2023-01-20,GLD,0
2023-01-23,GDX,0
2023-01-23,GLD,0
2023-01-24,GDX,0
2023-01-24,GLD,0
2023-01-25,GDX,0.46197060471147094
2023-01-25,GLD,-0.43802939528852913
2023-01-26,GDX,0.45726130072836402
2023-01-26,GLD,-0.44273869927163617
2023-01-27,GDX,0.45745685696848115
2023-01-27,GLD,-0.44254314303151876
2023-01-30,GDX,0.45887622928739391
2023-01-30,GLD,-0.44112377071260611
2023-01-31,GDX,0.45686448814496255
2023-01-31,GLD,-0.44313551185503763
2023-02-01,GDX,0.45893494688354691
2023-02-01,GLD,-0.44106505311645322
2023-02-02,GDX,0.45662311792715926
2023-02-02,GLD,-0.44337688207284076
2023-02-03,GDX,0.45058170002503323
2023-02-03,GLD,-0.44941829997496674
2023-02-06,GDX,0.44658685710995832
2023-02-06,GLD,-0.4534131428900417
2023-02-07,GDX,0.44923239628457173
2023-02-07,GLD,-0.45076760371542829
2023-02-08,GDX,0.456496923766403
2023-02-08,GLD,-0.44350307623359703
2023-02-09,GDX,0.45672364253795467
2023-02-09,GLD,-0.44327635746204541
2023-02-10,GDX,0
2023-02-10,GLD,0
2023-02-13,GDX,0
2023-02-13,GLD,0
2023-02-14,GDX,0
2023-02-14,GLD,0
2023-02-15,GDX,0
2023-02-15,GLD,0
2023-02-16,GDX,0
2023-02-16,GLD,0
2023-02-17,GDX,0
2023-02-17,GLD,0
2023-02-20,GDX,0
2023-02-20,GLD,0
2023-02-21,GDX,0.44608389525528336
2023-02-21,GLD,-0.45391610474471672
2023-02-22,GDX,0.43942745505191022
2023-02-22,GLD,-0.4605725449480898
2023-02-23,GDX,0.43752852512268436
2023-02-23,GLD,-0.46247147487731555
2023-02-24,GDX,0.43780523136996696
2023-02-24,GLD,-0.46219476863003306
2023-02-27,GDX,0.44397810345853767
2023-02-27,GLD,-0.4560218965414623
2023-02-28,GDX,0.44180038062423899
2023-02-28,GLD,-0.45819961937576115
2023-03-01,GDX,0.44258531695284292
2023-03-01,GLD,-0.45741468304715704
2023-03-02,GDX,0.44231398771359065
2023-03-02,GLD,-0.45768601228640943
2023-03-03,GDX,0
2023-03-03,GLD,0
2023-03-06,GDX,0
2023-03-06,GLD,0
2023-03-07,GDX,0
2023-03-07,GLD,0
2023-03-08,GDX,0
2023-03-08,GLD,0
2023-03-09,GDX,0
2023-03-09,GLD,0
2023-03-10,GDX,0
2023-03-10,GLD,0
2023-03-13,GDX,0
2023-03-13,GLD,0
2023-03-14,GDX,0
2023-03-14,GLD,0
2023-03-15,GDX,-0.46364420326823819
2023-03-15,GLD,0.43635579673176184
2023-03-16,GDX,-0.46695378356233636
2023-03-16,GLD,0.43304621643766378
2023-03-17,GDX,-0.46319221214706713
2023-03-17,GLD,0.43680778785293284
2023-03-20,GDX,-0.46043284469817214
2023-03-20,GLD,0.43956715530182777
2023-03-21,GDX,-0.46301014439541754
2023-03-21,GLD,0.43698985560458248
2023-03-22,GDX,-0.46094296152919634
2023-03-22,GLD,0.43905703847080368
2023-03-23,GDX,-0.46451365228756858
2023-03-23,GLD,0.4354863477124315
2023-03-24,GDX,-0.47146745768175607
2023-03-24,GLD,0.42853254231824395
2023-03-27,GDX,-0.47801584266606301
2023-03-27,GLD,0.42198415733393702
2023-03-28,GDX,-0.48098080773873869
2023-03-28,GLD,0.41901919226126139
2023-03-29,GDX,-0.47069095337084338
2023-03-29,GLD,0.42930904662915664
2023-03-30,GDX,-0.47710760253709744
2023-03-30,GLD,0.42289239746290247
2023-03-31,GDX,-0.4683909952748288
2023-03-31,GLD,0.43160900472517116
2023-04-03,GDX,0
2023-04-03,GLD,0
2023-04-04,GDX,0
2023-04-04,GLD,0
2023-04-05,GDX,0
2023-04-05,GLD,0
2023-04-06,GDX,0
2023-04-06,GLD,0
2023-04-07,GDX,0
2023-04-07,GLD,0
2023-04-10,GDX,0
2023-04-10,GLD,0
2023-04-11,GDX,0
2023-04-11,GLD,0
2023-04-12,GDX,0
2023-04-12,GLD,0
2023-04-13,GDX,0.44789912139404903
2023-04-13,GLD,-0.45210087860595105
2023-04-14,GDX,0.44699302514087963
2023-04-14,GLD,-0.4530069748591205
2023-04-17,GDX,0.44615543603686358
2023-04-17,GLD,-0.45384456396313644
2023-04-18,GDX,0.44714663170120372
2023-04-18,GLD,-0.4528533682987963
2023-04-19,GDX,0.44615062358583296
2023-04-19,GLD,-0.45384937641416712
2023-04-20,GDX,0.4520708784501527
2023-04-20,GLD,-0.44792912154984732
2023-04-21,GDX,0.45039070434967915
2023-04-21,GLD,-0.44960929565032082
2023-04-24,GDX,0.44979488192797318
2023-04-24,GLD,-0.45020511807202679
2023-04-25,GDX,0
2023-04-25,GLD,0
2023-04-26,GDX,0
2023-04-26,GLD,0
2023-04-27,GDX,0
2023-04-27,GLD,0
2023-04-28,GDX,0
2023-04-28,GLD,0
2023-05-01,GDX,0
2023-05-01,GLD,0
2023-05-02,GDX,0
2023-05-02,GLD,0
2023-05-03,GDX,0
2023-05-03,GLD,0
2023-05-04,GDX,-0.47424917884206141
2023-05-04,GLD,0.42575082115793866
2023-05-05,GDX,-0.47823290817344061
2023-05-05,GLD,0.42176709182655936
2023-05-08,GDX,-0.47709248279199234
2023-05-08,GLD,0.42290751720800768
2023-05-09,GDX,-0.47358862483643421
2023-05-09,GLD,0.4264113751635657
2023-05-10,GDX,-0.46636133074006492
2023-05-10,GLD,0.43363866925993511
2023-05-11,GDX,0
2023-05-11,GLD,0
2023-05-12,GDX,0
2023-05-12,GLD,0
2023-05-15,GDX,0
2023-05-15,GLD,0
2023-05-16,GDX,0
2023-05-16,GLD,0
2023-05-17,GDX,0
2023-05-17,GLD,0
2023-05-18,GDX,0
2023-05-18,GLD,0
2023-05-19,GDX,0
2023-05-19,GLD,0
2023-05-22,GDX,0
2023-05-22,GLD,0
2023-05-23,GDX,0
2023-05-23,GLD,0
2023-05-24,GDX,0
2023-05-24,GLD,0
2023-05-25,GDX,0
2023-05-25,GLD,0
2023-05-26,GDX,0
2023-05-26,GLD,0
2023-05-29,GDX,0
2023-05-29,GLD,0
2023-05-30,GDX,0
2023-05-30,GLD,0
2023-05-31,GDX,0
2023-05-31,GLD,0
2023-06-01,GDX,0
2023-06-01,GLD,0
2023-06-02,GDX,0
2023-06-02,GLD,0
2023-06-05,GDX,0
2023-06-05,GLD,0
2023-06-06,GDX,0
2023-06-06,GLD,0
2023-06-07,GDX,0
2023-06-07,GLD,0
2023-06-08,GDX,0
2023-06-08,GLD,0
